study_words,test_words,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,slider.started,slider.response,slider.rt,text_2.started,textbox.started,text_3.started,mouse.started,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,_l_ctr_c_ty,,,,,0,56,56,28,,,,,263.73026740000205,263.73026740000205,263.73026740000205,0.0024986999997054227,electricity,[-0.008333333333333333],[-0.3037037037037037],[1],[0],[0],[4.498848900002486],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,__a_n_e,,,,,0,57,57,9,,,,,268.2329389000006,268.2329389000006,268.2329389000006,0.0023924000051920302,,[-0.008333333333333333],[-0.3037037037037037],[1],[0],[0],[4.262832100001106],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,t_g_r,,,,,0,58,58,1,,,,,272.49893169999996,272.49893169999996,272.49893169999996,0.0023178999981610104,tiger,[-0.006481481481481481],[-0.30185185185185187],[1],[0],[0],[2.3760672000062186],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,un_ve_s_ _y,,,,,0,59,59,20,,,,,274.878707200005,274.878707200005,274.878707200005,0.002802800001518335,university,[-0.006481481481481481],[-0.30185185185185187],[1],[0],[0],[3.1873644000006607],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,br_ _m_t_ck,,,,,0,60,60,77,,,,,278.07221360000403,278.07221360000403,278.07221360000403,0.0038045000037527643,broomstick,[-0.006481481481481481],[-0.30185185185185187],[1],[0],[0],[3.178919500001939],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_p_a_d_,,,,,0,61,61,7,,,,,281.2540503000055,281.2540503000055,281.2540503000055,0.0024609999964013696,,[-0.006481481481481481],[-0.30185185185185187],[1],[0],[0],[2.4245811000000685],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l_ _f,,,,,0,62,62,53,,,,,283.68195150000247,283.68195150000247,283.68195150000247,0.00236649999715155,leaf,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[2.0423796999966726],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_e_tac_es,,,,,0,63,63,13,,,,,285.7280064000006,285.7280064000006,285.7280064000006,0.0027827000012621284,spectacles,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[3.6735133999973186],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,cl_s_r_ _m,,,,,0,64,64,78,,,,,289.40715730000375,289.40715730000375,289.40715730000375,0.0027669999981299043,classroom,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[2.8815663999994285],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_a_d_l,,,,,0,65,65,64,,,,,292.29187990000355,292.29187990000355,292.29187990000355,0.0024304999969899654,saddel,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[4.880078900001536],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,m_b_l_,,,,,0,66,66,90,,,,,297.1747164000044,297.1747164000044,297.1747164000044,0.0023313999990932643,mobile,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[2.3972896999985096],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_ll_r,,,,,0,67,67,88,,,,,299.5761538000006,299.5761538000006,299.5761538000006,0.0025175000046147034,pillar,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[4.290005099996051],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,c_m_r_,,,,,0,68,68,6,,,,,303.8692553000001,303.8692553000001,303.8692553000001,0.0023930000024847686,camera,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[1.9737759999989066],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l_b_rty,,,,,0,69,69,76,,,,,305.84632039999997,305.84632039999997,305.84632039999997,0.0024271000002045184,liberty,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[2.292533799998637],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,w_e_lc_a_r,,,,,0,70,70,36,,,,,308.1431506000008,308.1431506000008,308.1431506000008,0.0026110000035259873,wheelchair,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[3.9504149000058533],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_e_t,,,,,0,71,71,38,,,,,312.0970046000002,312.0970046000002,312.0970046000002,0.002315899997483939,,[-0.004629629629629629],[-0.30185185185185187],[1],[0],[0],[4.4363739999971585],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,ch_ss,,,,,0,72,72,66,,,,,316.5370314000029,316.5370314000029,316.5370314000029,0.0024137999935192056,chess,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[1.9254588000039803],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,tr_m,,,,,0,73,73,59,,,,,318.4657442000025,318.4657442000025,318.4657442000025,0.002163799996196758,trim,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[3.888041100006376],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l_t_er,,,,,0,74,74,32,,,,,322.357230900001,322.357230900001,322.357230900001,0.002480499999364838,letter,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[3.3054141999964486],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,bo_t_e,,,,,0,75,75,5,,,,,325.667223000004,325.667223000004,325.667223000004,0.0026460000008228235,bottle,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.618001599999843],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_a_e,,,,,0,76,76,0,,,,,328.288352100004,328.288352100004,328.288352100004,0.0022631000028923154,vase,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[1.7102186999982223],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,w_t_r,,,,,0,77,77,79,,,,,330.0015329000016,330.0015329000016,330.0015329000016,0.0022947000034037046,water,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.5775804000004428],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l_d_er,,,,,0,78,78,98,,,,,332.5838497000004,332.5838497000004,332.5838497000004,0.002442400000290945,ladder,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.5565898999993806],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,b_ _k,,,,,0,79,79,4,,,,,335.14480580000236,335.14480580000236,335.14480580000236,0.002643500003614463,book,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[1.8751679999986663],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,f_r_,,,,,0,80,80,92,,,,,337.0227651000023,337.0227651000023,337.0227651000023,0.0023387999972328544,fire,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.0289446000024327],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,bu_gu_d_,,,,,0,81,81,74,,,,,339.0564127000034,339.0564127000034,339.0564127000034,0.0028004999985569157,birgundy,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[3.1803894999975455],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,h_m_er,,,,,0,82,82,51,,,,,342.24096210000425,342.24096210000425,342.24096210000425,0.00281100000574952,hammer,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[1.9378596999958972],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_h_nd_r,,,,,0,83,83,30,,,,,344.1821235000025,344.1821235000025,344.1821235000025,0.0025195999987772666,,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.5144952999980887],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,cl_s_,,,,,0,84,84,68,,,,,346.70009250000294,346.70009250000294,346.70009250000294,0.002295300000696443,class,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.9533678000007058],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_p_n,,,,,0,85,85,67,,,,,349.6577080000061,349.6577080000061,349.6577080000061,0.002397699994617142,,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[3.983571500000835],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,b_g,,,,,0,86,86,17,,,,,353.64376210000046,353.64376210000046,353.64376210000046,0.0022562000012840144,bag,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[2.376186499997857],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l__gu_n_,,,,,0,87,87,29,,,,,356.0244954000009,356.0244954000009,356.0244954000009,0.0028162000016891398,linguini,[-0.004629629629629629],[-0.2953703703703704],[1],[0],[0],[4.775537300003634],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_l_c_,,,,,0,88,88,83,,,,,360.8047227000061,360.8047227000061,360.8047227000061,0.003178399994794745,palace,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[8.570495100000699],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_ad_,,,,,0,89,89,26,,,,,369.3786540000001,369.3786540000001,369.3786540000001,0.002254200000606943,,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[5.0740980000045965],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_c__r,,,,,0,90,90,14,,,,,374.455932900004,374.455932900004,374.455932900004,0.0021686999971279874,,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[2.0103134000019054],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_a_n_,,,,,0,91,91,3,,,,,376.4714387999993,376.4714387999993,376.4714387999993,0.002519000001484528,,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[6.078266399999848],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_r_e,,,,,0,92,92,22,,,,,382.55253500000254,382.55253500000254,382.55253500000254,0.0023269000012078322,,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[4.033503400001791],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_r_fy,,,,,0,93,93,80,,,,,386.5886654999995,386.5886654999995,386.5886654999995,0.0022296999959507957,purify,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[3.1053686999948695],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_c_ss_r,,,,,0,94,94,43,,,,,389.69765460000053,389.69765460000053,389.69765460000053,0.00241019999521086,scissor,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[3.256460099997639],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,gh_st,,,,,0,95,95,93,,,,,392.9576615000042,392.9576615000042,392.9576615000042,0.002353600000787992,ghost,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[1.9950353000022005],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,sh_rt,,,,,0,96,96,54,,,,,394.9563869000049,394.9563869000049,394.9563869000049,0.002331600000616163,shirt,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[1.9326786000019638],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,V_ _w,,,,,0,97,97,41,,,,,396.89538449999964,396.89538449999964,396.89538449999964,0.005571499998040963,view,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[1.7260624000045937],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,m_th,,,,,0,98,98,87,,,,,398.62508779999916,398.62508779999916,398.62508779999916,0.002194400003645569,math,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[1.8702252000002773],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,c_nv_s,,,,,0,99,99,99,,,,,400.4994081000041,400.4994081000041,400.4994081000041,0.002237499997136183,canvas,[-0.001851851851851852],[-0.2962962962962963],[1],[0],[0],[1.9455506000012974],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
